customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0000171,Male,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.55,1584.13,Yes
C0000172,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.48,1847.21,No
C0000173,Female,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),102.83,4358.15,No
C0000174,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.8,977.01,No
C0000175,Male,1,Yes,No,25,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,80.03,2079.65,Yes
C0000176,Female,1,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,124.31,5806.19,Yes
C0000177,Male,1,Yes,No,24,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,93.28,2484.01,Yes
C0000178,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.75,1460.09,No
C0000179,Female,1,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.95,885.66,No
C0000180,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.92,1322.93,No
C0000181,Female,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.54,1059.75,No
C0000182,Female,1,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,134.98,4404.58,No
C0000183,Female,1,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.8,5443.27,No
C0000184,Female,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.83,881.95,Yes
C0000185,Male,1,No,No,18,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,93.93,1819.93,Yes
C0000186,Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.69,925.19,No
C0000187,Female,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.4,1448.69,No
C0000188,Male,1,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.61,1211.08,Yes
C0000189,Female,1,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.02,589.31,No
C0000190,Male,0,No,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.46,4115.45,No
C0000191,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.8,1356.11,No
C0000192,Female,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.81,4404.68,Yes
C0000193,Female,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.13,911.73,No
C0000194,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.37,5236.06,Yes
C0000195,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.53,1188.4,No
C0000196,Female,1,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.29,1174.96,No
C0000197,Female,1,No,Yes,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,122.67,4048.17,No
C0000198,Female,1,Yes,No,31,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,78.31,2472.38,No
C0000199,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),120.71,2853.56,Yes
C0000200,Female,0,No,Yes,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,100.83,4911.68,No
C0000201,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),123.68,3482.6,No
C0000202,Male,1,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),69.64,1305.8,Yes
C0000203,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),141.51,6797.04,No
C0000204,Female,1,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.69,3892.54,Yes
C0000205,Female,1,No,Yes,37,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,91.4,3308.9,No
C0000206,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.78,1004.36,No
C0000207,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.29,2210.24,No
C0000208,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50.28,1772.88,No
C0000209,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),107.62,3888.64,No
C0000210,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.13,1589.56,No
C0000211,Female,0,No,Yes,17,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.9,1403.0,Yes
C0000212,Female,1,Yes,No,26,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.52,1962.93,No
C0000213,Male,0,Yes,No,30,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,101.71,3163.27,Yes
C0000214,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),16.17,553.85,No
C0000215,Male,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.53,1415.96,Yes
C0000216,Male,1,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.32,656.85,No
C0000217,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.86,3102.19,Yes
C0000218,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.17,1676.95,Yes
C0000219,Male,1,No,Yes,46,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,96.51,4595.46,No
C0000220,Female,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),146.99,7080.79,No
C0000221,Female,1,No,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,116.23,4283.44,No
C0000222,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.52,1693.89,No
C0000223,Female,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.39,565.0,No
C0000224,Female,0,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),108.23,3523.01,Yes
C0000225,Female,1,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,122.71,2991.73,No
C0000226,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.53,1555.56,No
C0000227,Female,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,126.14,6026.68,Yes
C0000228,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),108.12,3889.05,No
C0000229,Female,0,No,Yes,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.49,3129.3,No
C0000230,Female,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),125.9,5276.57,No
C0000231,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.34,1510.41,No
C0000232,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.55,478.86,No
C0000233,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.37,1246.58,Yes
C0000234,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,103.28,5115.2,No
C0000235,Male,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.64,1064.49,No
C0000236,Male,1,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.13,3231.58,No
C0000237,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,116.77,2578.24,Yes
C0000238,Female,1,No,Yes,25,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,75.66,1983.26,Yes
C0000239,Female,1,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),45.32,1628.52,No
C0000240,Female,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,15.23,556.0,No
C0000241,Male,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.27,1965.28,Yes
C0000242,Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),116.19,6065.72,No
C0000243,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.93,1209.67,No
C0000244,Female,1,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.33,4622.81,No
C0000245,Female,1,No,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,87.73,3178.9,Yes
C0000246,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.77,1239.02,No
C0000247,Female,1,Yes,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.42,3261.03,No
C0000248,Male,1,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),127.31,5247.76,No
C0000249,Female,1,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),13.84,536.18,No
C0000250,Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.98,274.48,Yes
C0000251,Male,1,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),16.14,600.8,No
C0000252,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.75,1493.76,No
C0000253,Male,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.36,2312.6,No
C0000254,Male,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),112.79,4341.99,No
C0000255,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),44.13,1533.33,No
C0000256,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.88,766.79,No
C0000257,Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,103.74,3530.2,No
C0000258,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.16,738.37,No
C0000259,Male,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.08,1684.53,No
C0000260,Female,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.98,1183.12,No
C0000261,Female,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),139.17,6482.4,No
C0000262,Female,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.14,1519.94,No
C0000263,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),103.8,3016.93,Yes
C0000264,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,110.14,2930.61,No
C0000265,Male,0,No,Yes,38,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,70.11,2714.59,No
C0000266,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.84,3047.79,No
C0000267,Female,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.8,928.45,No
